<?xml version="1.0"?>

<!-- ..................................................................................................................................... -->
<!-- ..................................................................................................................................... -->
<!-- ..@@@@@@@@@@@@..@@@@@@@@@@@......@@@......@@@@@@@@@@@..@@@@@@@@@@@...............@@@@@@@@@@@...@@@@@@@@@...@@.......@@..@@@......@@.. -->
<!-- ..@@................@@..........@@.@@.....@@.......@@......@@........................@@.......@@.......@@..@@...@...@@..@@.@@....@@.. -->
<!-- ..@@@@@@@@@@@@......@@.........@@...@@....@@@@@@@@@@@......@@........................@@.......@.........@...@@.@@@.@@...@@...@@..@@.. -->
<!-- ............@@......@@........@@@@@@@@@...@@.@@@...........@@........................@@.......@@.......@@....@@@@@@@....@@.....@@@@.. -->
<!-- ..@@@@@@@@@@@@......@@.......@@.......@@..@@....@@@@@......@@........................@@........@@@@@@@@@......@@.@@.....@@.......@@.. -->
<!-- ..................................................................................................................................... -->
<!-- ..................................................................................................................................... -->

<!-- See generic.data for instructions on how to edit this file -->

<room_definitions>

	<GLOBAL>

		<symbol>
			<char>P</char>
			<type>PLAYER_PLACER</type>
			<visible>false</visible>
		</symbol>

		<symbol>
			<char>L</char>
			<type>STAIR_DOWN</type>
			<visible>true</visible>
			<description>A Ladder. It leads up.</description>
			<meta>
				<data>
					<name>level</name>
					<contents>generic</contents>
				</data>
			</meta>
			<model>
				<type>cube</type>
				<dimensions>
					<number>3</number>
					<d1>2.0</d1>
					<d2>1.0</d2>
					<d3>1.0</d3>
				</dimensions>
			</model>
			<texture>tex^</texture>
			<colour>
				<red>1.0</red>
				<green>1.0</green>
				<blue>1.0</blue>
			</colour>
		</symbol>

		<symbol>
			<char>l</char>
			<type>FIRE_CAMP</type>
			<visible>false</visible>
			<description>A fire. It's hot.</description>
		</symbol>

		<symbol>
			<char>+</char>
			<type>DOOR_UNLOCKED</type>
			<visible>true</visible>
			<description>A door. It's unlocked. This was placed by the room placer.</description>
			<model>
				<type>cube</type>
				<dimensions>
					<number>3</number>
					<d1>5.0</d1>
					<d2>8.0</d2>
					<d3>1.0</d3>
				</dimensions>
			</model>
			<texture>tex+</texture>
			<colour>
				<red>1.0</red>
				<green>1.0</green>
				<blue>1.0</blue>
			</colour>
		</symbol>

	</GLOBAL>

	<!-- The Level -->
	<MAIN>
		<level>
			<width>100</width>
			<height>100</height>

			<depth_min>1</depth_min>
			<depth_max>99</depth_max>

			<room>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>.....l.....................l........................................................................</row>
				<row>....................................................................................................</row>
				<row>.....##########.....................................................................................</row>
				<row>.....#........#.....................................................................................</row>
				<row>.....#...P....+.....................................................................................</row>
				<row>.....#........#.....................................................................................</row>
				<row>.....##########.....................................................................................</row>
				<row>....................................................................................................</row>
				<row>...............l....................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>..l.................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
				<row>....................................................................................................</row>
			</room>
		</level>
	</MAIN>

</room_definitions>
